id_interaksi,id_mahasiswa,id_konten,waktu_akses,durasi_tonton,feedback,device,status
INT1487,MHS182,KNT054,2025-01-29 21:55:56,15,Sangat Membantu,Tablet,Belum Selesai
INT1488,MHS150,KNT176,2024-12-06 12:46:46,105,Kurang,Laptop,Selesai
INT1489,MHS281,KNT021,2024-12-23 05:57:52,40,Kurang,Laptop,Belum Selesai
INT1490,MHS268,KNT159,2025-03-27 02:58:03,34,Sangat Membantu,Tablet,Belum Selesai
INT1491,MHS192,KNT086,2025-04-28 02:07:38,17,Bermanfaat,HP,Selesai
INT1492,MHS055,KNT189,2025-04-23 04:21:42,20,Sangat Membantu,HP,Selesai
INT1493,MHS024,KNT015,2024-11-27 09:35:33,14,Kurang,HP,Selesai
INT1494,MHS085,KNT132,2025-03-28 10:51:24,51,Kurang,Tablet,Selesai
INT1495,MHS253,KNT173,2025-04-23 16:12:30,9,Bermanfaat,Laptop,Selesai
INT1496,MHS072,KNT094,2025-01-12 11:20:38,74,Sangat Membantu,Laptop,Belum Selesai
INT1497,MHS210,KNT014,2025-04-29 22:14:20,30,Kurang,Laptop,Belum Selesai
INT1498,MHS055,KNT029,2025-02-05 22:22:34,47,Kurang,Tablet,Selesai
INT1499,MHS131,KNT099,2025-02-23 07:14:36,30,Sangat Membantu,HP,Selesai
INT1500,MHS101,KNT094,2025-03-07 12:29:02,91,Bermanfaat,Laptop,Belum Selesai
INT1501,MHS097,KNT120,2025-01-03 09:40:14,47,Kurang,Tablet,Selesai
INT1502,MHS062,KNT159,2025-03-22 00:44:34,37,Bermanfaat,Laptop,Belum Selesai
INT1503,MHS202,KNT011,2024-12-31 05:04:20,43,Bermanfaat,HP,Selesai
INT1504,MHS111,KNT094,2024-12-13 12:24:04,100,Sangat Membantu,HP,Selesai
INT1505,MHS235,KNT094,2025-04-12 01:02:37,109,Kurang,Tablet,Belum Selesai
INT1506,MHS098,KNT045,2025-03-26 06:49:01,103,Sangat Membantu,Tablet,Belum Selesai
INT1507,MHS174,KNT166,2025-02-09 00:46:50,92,Kurang,Tablet,Belum Selesai
INT1508,MHS056,KNT144,2024-12-08 12:10:56,113,Kurang,Tablet,Belum Selesai
INT1509,MHS213,KNT181,2025-05-01 08:02:19,40,Sangat Membantu,HP,Belum Selesai
INT1510,MHS024,KNT018,2024-11-23 07:22:41,29,Sangat Membantu,HP,Belum Selesai
INT1511,MHS064,KNT144,2025-03-20 21:13:53,95,Sangat Membantu,Tablet,Belum Selesai
INT1512,MHS231,KNT182,2025-03-06 01:04:45,82,Kurang,Laptop,Selesai
INT1513,MHS235,KNT199,2024-12-17 16:37:36,22,Kurang,HP,Belum Selesai
INT1514,MHS259,KNT053,2025-04-01 01:09:39,114,Bermanfaat,Tablet,Selesai
INT1515,MHS069,KNT036,2025-04-30 03:23:02,101,Bermanfaat,Laptop,Selesai
INT1516,MHS256,KNT086,2025-02-15 23:34:35,96,Bermanfaat,Tablet,Selesai
INT1517,MHS003,KNT062,2024-11-21 01:29:36,99,Kurang,Tablet,Belum Selesai
INT1518,MHS272,KNT139,2024-12-06 07:09:44,74,Kurang,HP,Belum Selesai
INT1519,MHS025,KNT030,2024-12-19 01:31:24,38,Bermanfaat,Tablet,Belum Selesai
INT1520,MHS284,KNT167,2025-03-23 06:50:16,6,Kurang,HP,Belum Selesai
INT1521,MHS222,KNT123,2024-12-17 05:23:25,103,Bermanfaat,HP,Belum Selesai
INT1522,MHS300,KNT189,2024-12-02 03:02:33,43,Bermanfaat,HP,Belum Selesai
INT1523,MHS248,KNT193,2025-05-14 12:58:00,41,Bermanfaat,Tablet,Belum Selesai
INT1524,MHS261,KNT149,2025-04-12 01:02:29,110,Sangat Membantu,Laptop,Selesai
INT1525,MHS091,KNT180,2024-11-24 04:00:29,49,Kurang,Tablet,Belum Selesai
INT1526,MHS297,KNT054,2025-02-26 10:46:22,105,Kurang,HP,Belum Selesai
INT1527,MHS089,KNT193,2025-02-06 20:49:07,56,Bermanfaat,Laptop,Selesai
INT1528,MHS066,KNT191,2024-11-25 12:11:46,56,Kurang,HP,Selesai
INT1529,MHS054,KNT195,2025-02-19 06:24:20,110,Bermanfaat,HP,Selesai
INT1530,MHS199,KNT058,2025-01-04 10:52:53,79,Bermanfaat,Laptop,Selesai
INT1531,MHS165,KNT083,2025-04-13 04:56:26,101,Kurang,Tablet,Selesai
INT1532,MHS259,KNT091,2025-04-22 03:36:30,88,Sangat Membantu,Laptop,Belum Selesai
INT1533,MHS197,KNT069,2025-02-21 09:36:25,6,Bermanfaat,HP,Selesai
INT1534,MHS215,KNT129,2024-12-01 09:39:59,65,Sangat Membantu,Laptop,Selesai
INT1535,MHS128,KNT175,2025-03-06 01:43:39,88,Kurang,HP,Belum Selesai
INT1536,MHS141,KNT109,2024-12-03 04:49:29,70,Bermanfaat,Laptop,Belum Selesai
INT1537,MHS204,KNT071,2025-03-31 22:18:50,102,Kurang,Laptop,Belum Selesai
INT1538,MHS176,KNT014,2025-05-02 18:17:51,24,Sangat Membantu,Laptop,Belum Selesai
INT1539,MHS151,KNT017,2025-04-18 09:09:48,115,Kurang,HP,Belum Selesai
INT1540,MHS232,KNT096,2025-04-04 06:34:26,55,Bermanfaat,Tablet,Belum Selesai
INT1541,MHS069,KNT089,2025-04-14 02:04:56,34,Sangat Membantu,Tablet,Selesai
INT1542,MHS071,KNT116,2025-03-11 23:22:56,34,Bermanfaat,Laptop,Selesai
INT1543,MHS212,KNT125,2025-01-28 03:09:47,97,Kurang,Tablet,Selesai
INT1544,MHS263,KNT129,2025-02-24 06:35:39,100,Kurang,Laptop,Belum Selesai
INT1545,MHS154,KNT135,2025-03-06 08:46:00,31,Sangat Membantu,HP,Selesai
INT1546,MHS281,KNT032,2024-12-18 10:38:29,65,Bermanfaat,HP,Belum Selesai
INT1547,MHS161,KNT121,2025-04-06 10:26:34,34,Sangat Membantu,HP,Selesai
INT1548,MHS284,KNT182,2025-03-04 02:51:43,71,Bermanfaat,Tablet,Belum Selesai
INT1549,MHS112,KNT137,2025-03-23 10:04:11,80,Bermanfaat,Tablet,Belum Selesai
INT1550,MHS103,KNT174,2024-12-02 10:35:24,105,Sangat Membantu,Laptop,Belum Selesai
INT1551,MHS108,KNT137,2025-03-24 13:33:38,75,Kurang,Tablet,Selesai
INT1552,MHS149,KNT075,2025-05-01 06:10:55,101,Sangat Membantu,Tablet,Belum Selesai
INT1553,MHS177,KNT116,2025-02-20 15:27:40,64,Sangat Membantu,Laptop,Belum Selesai
INT1554,MHS068,KNT159,2025-03-15 02:50:20,97,Sangat Membantu,Tablet,Selesai
INT1555,MHS092,KNT095,2025-04-16 09:39:07,109,Bermanfaat,Laptop,Belum Selesai
INT1556,MHS258,KNT173,2025-03-11 10:16:15,64,Sangat Membantu,HP,Belum Selesai
INT1557,MHS278,KNT178,2025-01-10 19:36:28,48,Sangat Membantu,Tablet,Selesai
INT1558,MHS166,KNT017,2025-01-05 08:37:47,106,Kurang,Laptop,Belum Selesai
INT1559,MHS060,KNT049,2025-02-09 00:52:04,15,Sangat Membantu,HP,Selesai
INT1560,MHS181,KNT118,2024-12-10 03:29:34,45,Kurang,Tablet,Belum Selesai
INT1561,MHS288,KNT023,2025-05-13 04:34:29,113,Kurang,Laptop,Belum Selesai
INT1562,MHS246,KNT021,2025-03-23 21:48:53,29,Kurang,HP,Belum Selesai
INT1563,MHS299,KNT101,2024-12-19 06:07:52,59,Bermanfaat,Tablet,Selesai
INT1564,MHS293,KNT046,2025-02-03 08:21:53,103,Bermanfaat,Laptop,Belum Selesai
INT1565,MHS214,KNT074,2025-04-27 04:39:21,94,Bermanfaat,HP,Belum Selesai
INT1566,MHS274,KNT020,2025-01-14 21:59:59,58,Kurang,Tablet,Selesai
INT1567,MHS147,KNT028,2025-03-31 06:42:18,31,Kurang,Tablet,Belum Selesai
INT1568,MHS217,KNT043,2025-01-20 18:04:49,61,Bermanfaat,Tablet,Selesai
INT1569,MHS007,KNT071,2025-02-05 18:35:17,62,Kurang,Tablet,Selesai
INT1570,MHS268,KNT029,2025-05-18 15:16:00,114,Kurang,Laptop,Belum Selesai
INT1571,MHS055,KNT179,2025-01-24 06:03:41,76,Bermanfaat,Laptop,Selesai
INT1572,MHS013,KNT038,2024-12-09 08:50:32,8,Bermanfaat,HP,Belum Selesai
INT1573,MHS196,KNT128,2025-03-03 18:25:11,52,Kurang,Tablet,Belum Selesai
INT1574,MHS075,KNT039,2024-12-08 21:00:52,22,Bermanfaat,Tablet,Selesai
INT1575,MHS028,KNT053,2025-02-01 16:21:54,78,Sangat Membantu,Laptop,Selesai
INT1576,MHS029,KNT134,2025-01-26 08:15:14,116,Kurang,Laptop,Selesai
INT1577,MHS103,KNT161,2025-02-14 19:50:06,21,Sangat Membantu,HP,Selesai
INT1578,MHS137,KNT006,2025-03-04 02:31:59,44,Kurang,Tablet,Selesai
INT1579,MHS083,KNT076,2024-12-05 23:47:07,99,Bermanfaat,Laptop,Selesai
INT1580,MHS147,KNT107,2025-04-03 22:57:36,6,Sangat Membantu,Tablet,Belum Selesai
INT1581,MHS129,KNT175,2024-12-25 00:17:32,68,Bermanfaat,Tablet,Belum Selesai
INT1582,MHS075,KNT139,2025-01-18 16:27:59,108,Kurang,Laptop,Selesai
INT1583,MHS032,KNT034,2025-02-28 08:05:11,89,Bermanfaat,Laptop,Selesai
INT1584,MHS152,KNT122,2024-12-14 23:11:14,111,Sangat Membantu,Tablet,Selesai
INT1585,MHS105,KNT089,2025-04-01 02:58:55,50,Sangat Membantu,Tablet,Selesai
INT1586,MHS278,KNT108,2025-01-20 15:51:54,48,Bermanfaat,HP,Belum Selesai
INT1587,MHS017,KNT114,2025-03-14 04:35:37,33,Kurang,Laptop,Selesai
INT1588,MHS184,KNT189,2024-11-25 22:12:54,58,Kurang,Laptop,Selesai
INT1589,MHS232,KNT166,2025-02-03 20:53:32,59,Bermanfaat,Tablet,Selesai
INT1590,MHS053,KNT006,2025-04-28 18:36:32,92,Kurang,HP,Belum Selesai
INT1591,MHS288,KNT075,2025-02-05 16:56:36,101,Bermanfaat,Tablet,Belum Selesai
INT1592,MHS115,KNT049,2025-01-02 12:16:22,56,Sangat Membantu,HP,Belum Selesai
INT1593,MHS288,KNT017,2025-05-06 11:11:53,102,Sangat Membantu,Laptop,Selesai
INT1594,MHS200,KNT006,2024-12-13 04:07:03,104,Bermanfaat,Tablet,Selesai
INT1595,MHS122,KNT060,2025-04-21 08:53:06,93,Kurang,Laptop,Selesai
INT1596,MHS262,KNT134,2025-01-31 03:36:11,73,Sangat Membantu,Tablet,Belum Selesai
INT1597,MHS148,KNT166,2025-01-16 14:12:52,43,Bermanfaat,Laptop,Belum Selesai
INT1598,MHS025,KNT086,2025-01-03 15:59:13,46,Bermanfaat,Laptop,Selesai
INT1599,MHS196,KNT106,2025-01-18 21:54:30,80,Kurang,Tablet,Selesai
INT1600,MHS199,KNT149,2025-01-17 13:20:19,7,Bermanfaat,HP,Selesai
INT1601,MHS214,KNT088,2025-05-11 14:16:06,77,Kurang,Laptop,Selesai
INT1602,MHS161,KNT168,2024-11-22 07:53:17,105,Sangat Membantu,Laptop,Selesai
INT1603,MHS283,KNT166,2025-03-12 13:06:23,9,Kurang,Laptop,Selesai
INT1604,MHS028,KNT084,2025-04-17 02:34:37,22,Kurang,Laptop,Selesai
INT1605,MHS007,KNT125,2025-05-16 08:46:15,24,Kurang,Tablet,Belum Selesai
INT1606,MHS129,KNT152,2025-05-02 15:37:24,47,Kurang,Tablet,Belum Selesai
INT1607,MHS104,KNT171,2024-12-05 16:46:29,77,Kurang,HP,Selesai
INT1608,MHS227,KNT179,2025-05-16 04:09:47,85,Bermanfaat,HP,Belum Selesai
INT1609,MHS116,KNT136,2024-12-01 16:09:21,107,Sangat Membantu,Laptop,Belum Selesai
INT1610,MHS189,KNT141,2025-02-14 15:36:00,82,Kurang,Tablet,Selesai
INT1611,MHS280,KNT114,2025-03-24 20:13:25,82,Kurang,Laptop,Belum Selesai
INT1612,MHS101,KNT118,2025-03-26 15:57:35,78,Sangat Membantu,HP,Selesai
INT1613,MHS100,KNT078,2025-02-17 21:24:58,115,Bermanfaat,Tablet,Selesai
INT1614,MHS151,KNT146,2024-11-20 00:10:08,55,Kurang,Laptop,Belum Selesai
INT1615,MHS230,KNT034,2024-12-08 02:57:44,53,Kurang,Laptop,Belum Selesai
INT1616,MHS091,KNT079,2025-01-12 10:55:24,31,Sangat Membantu,HP,Selesai
INT1617,MHS039,KNT044,2025-04-25 16:42:16,55,Kurang,Laptop,Selesai
INT1618,MHS096,KNT067,2025-01-14 02:33:23,13,Kurang,HP,Belum Selesai
INT1619,MHS089,KNT059,2025-01-02 10:01:53,73,Sangat Membantu,Laptop,Selesai
INT1620,MHS264,KNT124,2025-04-13 10:33:39,54,Bermanfaat,HP,Belum Selesai
INT1621,MHS062,KNT096,2025-04-06 02:06:48,29,Kurang,Laptop,Selesai
INT1622,MHS194,KNT074,2024-11-28 11:45:12,65,Sangat Membantu,Laptop,Belum Selesai
INT1623,MHS021,KNT198,2024-11-30 00:26:04,18,Bermanfaat,Tablet,Belum Selesai
INT1624,MHS220,KNT013,2025-04-19 23:45:42,47,Bermanfaat,Tablet,Selesai
INT1625,MHS143,KNT038,2025-01-25 15:08:44,77,Bermanfaat,Laptop,Belum Selesai
INT1626,MHS285,KNT091,2025-04-13 14:14:49,62,Bermanfaat,Tablet,Belum Selesai
INT1627,MHS136,KNT073,2024-12-12 01:22:12,86,Bermanfaat,HP,Belum Selesai
INT1628,MHS067,KNT117,2025-01-04 14:03:03,119,Bermanfaat,HP,Belum Selesai
INT1629,MHS083,KNT043,2025-03-27 21:40:03,43,Bermanfaat,Tablet,Belum Selesai
INT1630,MHS300,KNT159,2025-01-28 12:34:30,16,Kurang,Laptop,Belum Selesai
INT1631,MHS131,KNT042,2025-05-07 09:39:18,26,Sangat Membantu,Tablet,Belum Selesai
INT1632,MHS003,KNT183,2025-04-08 17:56:44,18,Sangat Membantu,HP,Selesai
INT1633,MHS170,KNT138,2024-12-26 19:41:05,91,Kurang,Laptop,Belum Selesai
INT1634,MHS239,KNT074,2024-12-03 20:54:04,75,Bermanfaat,Tablet,Belum Selesai
INT1635,MHS080,KNT047,2025-03-28 20:10:31,27,Bermanfaat,HP,Selesai
INT1636,MHS021,KNT045,2025-04-12 16:51:00,9,Bermanfaat,Tablet,Selesai
INT1637,MHS079,KNT182,2025-04-26 15:30:32,110,Bermanfaat,Laptop,Belum Selesai
INT1638,MHS166,KNT178,2025-04-10 18:33:21,93,Sangat Membantu,Tablet,Selesai
INT1639,MHS027,KNT171,2025-03-21 06:41:26,82,Kurang,Tablet,Selesai
INT1640,MHS155,KNT040,2025-05-01 07:23:57,67,Sangat Membantu,Tablet,Selesai
INT1641,MHS252,KNT042,2025-02-27 15:18:49,8,Bermanfaat,HP,Selesai
INT1642,MHS294,KNT061,2025-03-10 16:16:41,28,Sangat Membantu,Laptop,Selesai
INT1643,MHS282,KNT030,2025-04-24 04:55:45,30,Bermanfaat,HP,Selesai
INT1644,MHS184,KNT011,2025-04-29 09:44:47,13,Kurang,HP,Selesai
INT1645,MHS038,KNT082,2025-05-09 20:38:09,54,Bermanfaat,Tablet,Selesai
INT1646,MHS163,KNT148,2024-11-25 13:52:28,41,Bermanfaat,HP,Belum Selesai
INT1647,MHS270,KNT033,2024-12-19 16:28:22,31,Bermanfaat,HP,Selesai
INT1648,MHS113,KNT113,2025-03-24 11:44:15,34,Kurang,Tablet,Selesai
INT1649,MHS095,KNT067,2025-01-13 11:50:46,42,Bermanfaat,Laptop,Selesai
INT1650,MHS267,KNT095,2025-04-27 07:33:56,89,Kurang,HP,Belum Selesai
INT1651,MHS035,KNT048,2025-04-17 04:57:27,72,Kurang,Tablet,Belum Selesai
INT1652,MHS259,KNT053,2025-02-07 14:13:41,13,Sangat Membantu,HP,Belum Selesai
INT1653,MHS082,KNT144,2025-02-08 20:44:52,63,Sangat Membantu,Tablet,Selesai
INT1654,MHS213,KNT182,2025-01-28 16:06:36,12,Kurang,HP,Belum Selesai
INT1655,MHS279,KNT009,2025-02-18 00:26:08,52,Kurang,Tablet,Belum Selesai
INT1656,MHS275,KNT171,2025-03-26 03:11:21,71,Sangat Membantu,HP,Belum Selesai
INT1657,MHS207,KNT082,2025-01-04 18:30:49,6,Bermanfaat,HP,Selesai
INT1658,MHS048,KNT089,2025-03-05 10:52:52,26,Bermanfaat,Tablet,Belum Selesai
INT1659,MHS179,KNT038,2025-01-19 22:15:58,46,Sangat Membantu,Laptop,Selesai
INT1660,MHS114,KNT096,2025-02-16 22:30:12,115,Kurang,HP,Belum Selesai
INT1661,MHS110,KNT115,2025-02-28 07:53:31,57,Bermanfaat,HP,Selesai
INT1662,MHS170,KNT139,2024-12-29 14:18:54,55,Bermanfaat,Tablet,Belum Selesai
INT1663,MHS170,KNT042,2025-02-24 01:45:31,25,Kurang,Tablet,Selesai
INT1664,MHS185,KNT137,2025-03-24 00:22:09,19,Bermanfaat,Tablet,Belum Selesai
INT1665,MHS151,KNT078,2025-04-05 03:54:27,21,Sangat Membantu,HP,Selesai
INT1666,MHS112,KNT032,2024-12-08 19:51:00,73,Kurang,Tablet,Belum Selesai
INT1667,MHS272,KNT007,2025-05-08 01:16:16,58,Sangat Membantu,HP,Selesai
INT1668,MHS244,KNT104,2025-05-13 20:45:30,66,Kurang,Laptop,Selesai
INT1669,MHS288,KNT128,2025-04-15 07:03:44,100,Sangat Membantu,Laptop,Selesai
INT1670,MHS005,KNT197,2025-02-27 05:58:33,13,Bermanfaat,HP,Belum Selesai
INT1671,MHS059,KNT038,2024-12-01 00:30:03,54,Sangat Membantu,Laptop,Belum Selesai
INT1672,MHS178,KNT118,2025-03-07 17:21:03,120,Sangat Membantu,HP,Selesai
INT1673,MHS229,KNT082,2025-03-05 19:27:13,115,Bermanfaat,Tablet,Belum Selesai
INT1674,MHS124,KNT040,2024-12-22 17:04:25,31,Sangat Membantu,HP,Belum Selesai
INT1675,MHS125,KNT002,2025-01-08 08:12:46,21,Kurang,HP,Belum Selesai
INT1676,MHS021,KNT190,2024-12-11 03:47:21,116,Sangat Membantu,Laptop,Belum Selesai
INT1677,MHS165,KNT140,2025-02-28 03:10:37,31,Kurang,Laptop,Belum Selesai
INT1678,MHS196,KNT130,2025-02-28 01:31:07,44,Kurang,Laptop,Selesai
INT1679,MHS059,KNT085,2025-02-16 13:54:08,60,Kurang,HP,Belum Selesai
INT1680,MHS198,KNT166,2024-12-09 17:17:33,109,Sangat Membantu,Tablet,Belum Selesai
INT1681,MHS132,KNT181,2025-04-02 22:30:44,95,Kurang,HP,Belum Selesai
INT1682,MHS277,KNT076,2025-04-27 19:18:12,90,Bermanfaat,Laptop,Selesai
INT1683,MHS145,KNT122,2024-12-07 12:32:19,65,Bermanfaat,HP,Selesai
INT1684,MHS013,KNT075,2025-04-01 22:04:41,25,Kurang,HP,Selesai
INT1685,MHS265,KNT194,2024-12-16 18:37:51,82,Kurang,Tablet,Belum Selesai
INT1686,MHS192,KNT147,2025-01-13 12:40:27,78,Sangat Membantu,Tablet,Belum Selesai
INT1687,MHS264,KNT171,2025-02-27 00:42:42,44,Bermanfaat,Tablet,Selesai
INT1688,MHS261,KNT038,2024-12-27 22:26:47,80,Kurang,Laptop,Belum Selesai
INT1689,MHS229,KNT145,2025-03-16 08:02:07,30,Sangat Membantu,Laptop,Belum Selesai
INT1690,MHS250,KNT187,2024-12-13 18:19:13,69,Bermanfaat,Laptop,Selesai
INT1691,MHS023,KNT114,2025-01-16 01:23:34,96,Sangat Membantu,Laptop,Selesai
INT1692,MHS152,KNT087,2025-04-23 23:01:22,92,Sangat Membantu,Laptop,Selesai
INT1693,MHS099,KNT177,2025-03-21 00:23:54,63,Sangat Membantu,HP,Selesai
INT1694,MHS165,KNT029,2024-12-17 01:05:27,40,Bermanfaat,Tablet,Belum Selesai
INT1695,MHS264,KNT188,2025-02-28 01:16:53,30,Sangat Membantu,HP,Belum Selesai
INT1696,MHS043,KNT123,2025-02-01 20:06:04,5,Bermanfaat,HP,Selesai
INT1697,MHS050,KNT011,2025-04-14 10:36:04,23,Bermanfaat,Tablet,Selesai
INT1698,MHS086,KNT036,2025-03-30 17:38:08,62,Kurang,HP,Belum Selesai
INT1699,MHS276,KNT174,2025-04-03 03:30:47,13,Bermanfaat,Laptop,Selesai
INT1700,MHS274,KNT142,2025-02-11 09:41:07,110,Bermanfaat,Tablet,Selesai
INT1701,MHS004,KNT030,2025-05-17 10:31:13,56,Bermanfaat,HP,Belum Selesai
INT1702,MHS034,KNT079,2025-04-22 17:28:05,82,Sangat Membantu,Tablet,Belum Selesai
INT1703,MHS108,KNT007,2025-01-05 05:15:56,108,Bermanfaat,Laptop,Belum Selesai
INT1704,MHS110,KNT103,2025-05-09 18:58:34,36,Kurang,Tablet,Belum Selesai
INT1705,MHS218,KNT159,2025-03-26 18:39:58,72,Kurang,Tablet,Selesai
INT1706,MHS054,KNT057,2025-01-16 03:49:31,47,Bermanfaat,Laptop,Selesai
INT1707,MHS106,KNT115,2025-01-03 07:32:54,77,Kurang,HP,Belum Selesai
INT1708,MHS276,KNT092,2025-01-07 20:54:30,117,Bermanfaat,Laptop,Selesai
INT1709,MHS223,KNT024,2025-01-18 09:38:29,67,Kurang,Laptop,Selesai
INT1710,MHS037,KNT084,2025-04-28 17:09:24,63,Bermanfaat,HP,Selesai
INT1711,MHS079,KNT015,2025-01-30 08:57:04,64,Sangat Membantu,Laptop,Belum Selesai
INT1712,MHS013,KNT156,2025-03-15 09:37:55,78,Sangat Membantu,Laptop,Belum Selesai
INT1713,MHS236,KNT165,2025-02-25 06:34:16,10,Sangat Membantu,Tablet,Belum Selesai
INT1714,MHS170,KNT050,2024-12-01 15:39:49,99,Kurang,Tablet,Selesai
INT1715,MHS020,KNT150,2025-03-28 06:18:06,16,Kurang,Laptop,Belum Selesai
INT1716,MHS045,KNT135,2025-05-17 06:34:30,41,Sangat Membantu,HP,Selesai
INT1717,MHS038,KNT057,2025-02-11 17:05:44,87,Kurang,Tablet,Belum Selesai
INT1718,MHS028,KNT197,2024-12-10 23:48:08,117,Sangat Membantu,HP,Belum Selesai
INT1719,MHS092,KNT072,2025-03-30 09:44:01,63,Bermanfaat,Tablet,Belum Selesai
INT1720,MHS129,KNT051,2024-11-22 03:08:13,49,Sangat Membantu,Tablet,Selesai
INT1721,MHS286,KNT006,2025-03-09 23:39:45,94,Bermanfaat,HP,Belum Selesai
INT1722,MHS037,KNT022,2025-03-30 14:11:20,112,Bermanfaat,Tablet,Belum Selesai
INT1723,MHS295,KNT138,2024-12-19 11:44:25,96,Bermanfaat,HP,Selesai
INT1724,MHS117,KNT115,2025-01-09 19:12:59,106,Kurang,Laptop,Belum Selesai
INT1725,MHS133,KNT174,2025-02-15 03:01:17,43,Kurang,HP,Selesai
INT1726,MHS209,KNT172,2024-12-25 15:42:52,55,Kurang,HP,Belum Selesai
INT1727,MHS199,KNT023,2025-03-26 21:27:18,83,Sangat Membantu,HP,Belum Selesai
INT1728,MHS231,KNT132,2025-01-24 11:47:40,110,Sangat Membantu,HP,Belum Selesai
INT1729,MHS208,KNT101,2025-02-11 00:23:55,108,Bermanfaat,Laptop,Selesai
INT1730,MHS222,KNT050,2025-01-10 09:14:44,113,Kurang,HP,Belum Selesai
INT1731,MHS162,KNT126,2025-04-13 11:55:18,27,Bermanfaat,HP,Selesai
INT1732,MHS009,KNT082,2024-12-07 00:57:46,58,Bermanfaat,Tablet,Belum Selesai
INT1733,MHS200,KNT155,2024-12-10 06:42:40,36,Kurang,HP,Belum Selesai
INT1734,MHS061,KNT155,2024-12-23 12:36:48,27,Kurang,Tablet,Belum Selesai
INT1735,MHS274,KNT131,2025-01-16 16:57:57,120,Bermanfaat,HP,Selesai
INT1736,MHS004,KNT015,2025-04-20 10:18:09,84,Sangat Membantu,HP,Selesai
INT1737,MHS033,KNT171,2025-02-27 02:22:22,98,Kurang,HP,Belum Selesai
INT1738,MHS300,KNT093,2025-03-23 10:54:55,60,Sangat Membantu,HP,Belum Selesai
INT1739,MHS024,KNT102,2025-05-09 16:38:00,63,Sangat Membantu,Tablet,Belum Selesai
INT1740,MHS038,KNT038,2024-11-21 09:46:36,54,Bermanfaat,HP,Selesai
INT1741,MHS184,KNT184,2024-12-12 03:03:12,89,Bermanfaat,HP,Selesai
INT1742,MHS258,KNT110,2025-04-29 22:09:42,28,Kurang,Laptop,Selesai
INT1743,MHS055,KNT095,2024-11-25 00:23:02,94,Bermanfaat,HP,Selesai
INT1744,MHS149,KNT099,2025-03-21 21:34:28,77,Sangat Membantu,Laptop,Belum Selesai
INT1745,MHS155,KNT096,2025-01-19 16:50:03,17,Bermanfaat,HP,Selesai
INT1746,MHS045,KNT004,2025-03-22 01:53:00,55,Bermanfaat,HP,Belum Selesai
INT1747,MHS145,KNT073,2024-12-05 09:49:09,94,Bermanfaat,Tablet,Selesai
INT1748,MHS225,KNT089,2025-03-07 21:40:33,10,Kurang,Laptop,Belum Selesai
INT1749,MHS196,KNT090,2025-04-17 22:49:25,35,Bermanfaat,HP,Selesai
INT1750,MHS203,KNT079,2024-12-12 20:04:56,118,Kurang,HP,Selesai
INT1751,MHS016,KNT115,2025-03-15 06:47:32,116,Bermanfaat,Laptop,Belum Selesai
INT1752,MHS243,KNT144,2025-04-10 05:31:58,25,Kurang,Tablet,Belum Selesai
INT1753,MHS081,KNT023,2025-01-20 04:49:13,40,Sangat Membantu,Laptop,Selesai
INT1754,MHS274,KNT056,2024-12-31 00:27:17,117,Sangat Membantu,Laptop,Belum Selesai
INT1755,MHS113,KNT187,2025-04-29 13:09:49,85,Kurang,Tablet,Selesai
INT1756,MHS070,KNT114,2024-12-02 21:32:12,73,Kurang,Tablet,Belum Selesai
INT1757,MHS201,KNT190,2025-01-22 16:32:13,42,Kurang,HP,Selesai
INT1758,MHS280,KNT107,2025-05-10 19:19:19,90,Bermanfaat,HP,Belum Selesai
INT1759,MHS152,KNT114,2025-01-13 20:08:38,13,Sangat Membantu,HP,Selesai
INT1760,MHS074,KNT074,2025-04-28 21:49:14,94,Bermanfaat,Laptop,Selesai
INT1761,MHS153,KNT042,2025-01-10 15:11:31,97,Kurang,HP,Belum Selesai
INT1762,MHS192,KNT187,2025-04-19 21:13:46,97,Kurang,HP,Belum Selesai
INT1763,MHS006,KNT109,2025-03-21 22:35:14,120,Bermanfaat,HP,Selesai
INT1764,MHS284,KNT187,2025-03-17 13:19:28,32,Bermanfaat,HP,Selesai
INT1765,MHS285,KNT107,2025-05-13 23:36:35,68,Kurang,Tablet,Selesai
INT1766,MHS073,KNT036,2025-04-23 22:48:35,57,Sangat Membantu,Tablet,Belum Selesai
INT1767,MHS064,KNT151,2025-01-09 03:11:17,102,Kurang,Tablet,Selesai
INT1768,MHS022,KNT154,2025-04-23 17:33:02,75,Sangat Membantu,Laptop,Belum Selesai
INT1769,MHS003,KNT023,2025-04-25 04:38:06,20,Kurang,Laptop,Selesai
INT1770,MHS294,KNT037,2025-01-12 11:52:03,52,Bermanfaat,Tablet,Belum Selesai
INT1771,MHS202,KNT054,2024-12-04 22:25:39,14,Kurang,Tablet,Selesai
INT1772,MHS276,KNT078,2025-05-08 07:56:34,101,Kurang,HP,Selesai
INT1773,MHS281,KNT122,2025-01-03 14:52:18,18,Kurang,HP,Selesai
INT1774,MHS044,KNT135,2025-04-27 04:08:01,69,Bermanfaat,Laptop,Belum Selesai
INT1775,MHS157,KNT086,2025-02-11 14:24:00,103,Bermanfaat,Laptop,Selesai
INT1776,MHS108,KNT017,2025-03-16 00:45:12,104,Sangat Membantu,Laptop,Belum Selesai
